309,"[(258, 5, 1), (286, 4, 3), (304, 3, 4), (319, 4, 2), (331, 5, 2), (334, 4, 4), (690, 3, 3), (879, 4, 2), (989, 3, 4), (1025, 5, 2), (1296, 2, 1)]"
310,"[(50, 5, 3), (294, 1, 4), (1142, 5, 4), (1386, 1, 2)]"
311,"[(8, 4, 3), (12, 4, 3), (23, 3, 4), (31, 4, 4), (39, 4, 3), (47, 2, 3), (51, 4, 2), (54, 4, 2), (56, 5, 3), (63, 3, 4), (64, 5, 2), (66, 4, 2), (69, 5, 1), (72, 4, 2), (76, 4, 3), (77, 5, 1), (79, 4, 2), (81, 3, 4), (88, 4, 1), (91, 3, 4), (96, 5, 1), (97, 4, 1), (100, 1, 2), (101, 4, 4), (121, 4, 4), (127, 4, 4), (131, 3, 4), (133, 3, 2), (135, 4, 3), (170, 5, 3), (173, 5, 2), (176, 4, 4), (177, 5, 1), (185, 2, 4), (186, 3, 2), (191, 4, 3), (192, 3, 4), (194, 4, 4), (196, 5, 4), (197, 4, 1), (198, 3, 4), (202, 4, 2), (209, 2, 2), (210, 5, 2), (215, 4, 2), (216, 5, 4), (218, 4, 2), (222, 4, 2), (227, 4, 3), (228, 5, 4), (230, 5, 3), (231, 4, 1), (238, 4, 3), (241, 3, 4), (276, 4, 3), (282, 5, 2), (294, 4, 1), (300, 4, 4), (306, 4, 4), (321, 3, 2), (323, 3, 1), (356, 4, 4), (357, 5, 1), (371, 5, 4), (380, 4, 4), (392, 5, 4), (393, 4, 4), (399, 4, 3), (404, 3, 2), (415, 3, 4), (416, 4, 4), (417, 3, 2), (423, 5, 2), (428, 4, 3), (436, 3, 1), (443, 3, 3), (444, 2, 4), (448, 5, 1), (449, 3, 4), (465, 4, 3), (468, 4, 3), (479, 5, 4), (483, 4, 4), (487, 4, 2), (494, 4, 3), (496, 5, 4), (498, 4, 1), (499, 4, 4), (501, 5, 2), (504, 4, 3), (509, 3, 1), (511, 4, 2), (519, 3, 4), (520, 5, 1), (521, 4, 2), (530, 3, 2), (539, 4, 1), (549, 2, 2), (550, 3, 4), (562, 3, 2), (570, 4, 2), (578, 2, 3), (581, 3, 3), (584, 3, 3), (614, 4, 4), (621, 4, 3), (622, 3, 4), (623, 2, 1), (630, 5, 3), (639, 4, 1), (645, 5, 2), (648, 4, 4), (650, 3, 4), (651, 4, 3), (655, 4, 4), (660, 4, 1), (684, 4, 1), (699, 4, 2), (700, 3, 3), (702, 3, 3), (705, 3, 2), (724, 4, 2), (726, 3, 3), (729, 4, 4), (732, 4, 2), (735, 4, 3), (739, 4, 1), (747, 3, 1), (750, 5, 3), (754, 3, 3), (755, 4, 4), (768, 2, 4), (781, 2, 4), (783, 3, 1), (794, 4, 4), (796, 3, 2), (939, 2, 2), (942, 5, 2), (944, 4, 3), (966, 4, 4), (967, 3, 2), (1041, 3, 4), (1042, 3, 3), (1050, 3, 3), (1119, 4, 4), (1217, 3, 2), (1221, 4, 1), (1297, 4, 2)]"
312,"[(1, 5, 2), (10, 5, 2), (14, 5, 1), (23, 4, 2), (50, 5, 2), (69, 4, 3), (70, 5, 1), (71, 4, 2), (83, 4, 3), (89, 5, 1), (91, 3, 4), (97, 5, 4), (124, 3, 3), (137, 3, 1), (143, 4, 1), (152, 2, 2), (154, 4, 4), (165, 5, 3), (166, 5, 2), (169, 5, 3), (172, 4, 3), (174, 5, 1), (175, 3, 2), (176, 4, 2), (177, 3, 2), (178, 5, 4), (181, 4, 2), (185, 5, 1), (186, 3, 3), (187, 5, 2), (189, 5, 2), (191, 5, 4), (194, 4, 4), (197, 4, 1), (199, 5, 4), (206, 5, 1), (207, 5, 3), (208, 5, 1), (211, 4, 2), (213, 5, 4), (214, 3, 4), (222, 3, 3), (223, 5, 4), (276, 4, 3), (372, 3, 2), (414, 3, 4), (419, 3, 2), (427, 5, 2), (428, 3, 4), (429, 5, 2), (430, 5, 2), (432, 5, 1), (434, 3, 3), (459, 4, 2), (463, 5, 4), (478, 5, 3), (479, 5, 2), (484, 5, 4), (486, 5, 2), (487, 5, 3), (488, 5, 2), (490, 5, 3), (491, 5, 4), (493, 5, 2), (499, 4, 1), (505, 5, 4), (506, 4, 4), (507, 5, 4), (509, 5, 2), (510, 5, 2), (511, 5, 3), (512, 3, 4), (514, 3, 1), (515, 5, 3), (519, 5, 2), (521, 5, 2), (524, 5, 2), (525, 5, 3), (526, 5, 3), (529, 5, 4), (530, 5, 1), (531, 5, 1), (537, 5, 4), (589, 5, 1), (596, 5, 1), (601, 5, 4), (602, 4, 1), (606, 5, 1), (607, 5, 4), (608, 5, 4), (610, 5, 1), (612, 5, 3), (613, 5, 3), (614, 4, 1), (618, 5, 4), (625, 3, 1), (632, 3, 3), (633, 5, 3), (638, 5, 2), (640, 2, 4), (644, 5, 3), (647, 5, 1), (648, 5, 2), (653, 5, 1), (654, 5, 1), (657, 5, 1), (660, 4, 3), (661, 5, 4), (663, 5, 1), (671, 5, 3), (673, 5, 4), (684, 5, 1), (740, 4, 4), (813, 5, 3), (835, 5, 2), (836, 5, 4), (837, 4, 3), (850, 5, 2), (855, 5, 1), (863, 5, 4), (945, 5, 2), (1020, 5, 4), (1050, 5, 2), (1126, 4, 2), (1167, 4, 4), (1172, 5, 1), (1192, 3, 4), (1298, 5, 2), (1451, 4, 1), (1516, 4, 4)]"
313,"[(1, 4, 1), (8, 3, 3), (15, 2, 3), (23, 4, 3), (25, 2, 1), (28, 3, 2), (47, 3, 4), (50, 5, 1), (58, 3, 4), (63, 4, 4), (77, 3, 3), (79, 5, 4), (82, 3, 2), (88, 2, 4), (89, 5, 3), (94, 3, 4), (95, 3, 1), (102, 3, 1), (118, 4, 1), (121, 4, 1), (125, 3, 4), (127, 5, 3), (133, 5, 3), (141, 4, 3), (142, 3, 2), (143, 3, 2), (144, 4, 3), (147, 4, 2), (152, 3, 3), (153, 3, 3), (157, 3, 4), (167, 3, 3), (168, 3, 3), (172, 4, 4), (176, 4, 4), (177, 4, 2), (178, 5, 3), (181, 4, 3), (183, 5, 1), (185, 5, 1), (186, 3, 4), (192, 3, 3), (193, 4, 4), (195, 5, 1), (197, 5, 4), (202, 5, 2), (210, 4, 2), (211, 5, 1), (215, 4, 2), (216, 4, 4), (222, 3, 3), (225, 4, 3), (229, 3, 3), (231, 2, 4), (232, 3, 2), (235, 3, 1), (237, 2, 2), (238, 4, 3), (258, 3, 4), (300, 4, 4), (309, 4, 1), (322, 3, 4), (326, 4, 4), (328, 4, 2), (331, 3, 2), (333, 4, 1), (357, 5, 1), (385, 4, 4), (391, 3, 3), (393, 4, 2), (402, 3, 1), (404, 4, 3), (409, 2, 4), (418, 3, 2), (419, 3, 1), (420, 5, 3), (427, 5, 2), (428, 3, 1), (430, 5, 3), (432, 5, 1), (443, 5, 3), (449, 3, 4), (452, 3, 1), (461, 3, 1), (465, 3, 1), (474, 5, 4), (479, 5, 2), (480, 5, 1), (481, 4, 1), (483, 5, 4), (484, 5, 4), (485, 3, 3), (486, 3, 1), (489, 4, 4), (490, 4, 3), (493, 3, 1), (495, 2, 4), (496, 5, 2), (497, 4, 4), (499, 3, 4), (502, 3, 3), (503, 5, 4), (504, 5, 3), (505, 5, 3), (511, 4, 4), (514, 4, 1), (519, 5, 2), (520, 5, 3), (523, 5, 4), (525, 5, 4), (531, 3, 4), (538, 2, 3), (546, 4, 1), (559, 3, 2), (568, 4, 3), (576, 3, 3), (582, 2, 2), (588, 4, 4), (603, 5, 3), (615, 4, 3), (624, 4, 1), (625, 4, 2), (629, 3, 1), (631, 2, 3), (632, 4, 3), (633, 5, 3), (636, 4, 4), (651, 3, 1), (654, 5, 2), (655, 4, 2), (661, 4, 1), (662, 3, 3), (663, 5, 4), (683, 3, 4), (684, 4, 3), (696, 3, 2), (720, 2, 2), (735, 3, 2), (739, 3, 4), (742, 3, 4), (744, 3, 1), (748, 3, 2), (768, 3, 4), (770, 4, 4), (778, 2, 4), (820, 2, 1), (823, 3, 2), (837, 4, 3), (840, 2, 3), (845, 3, 4), (892, 4, 4), (1091, 2, 3), (1470, 1, 1)]"
314,"[(1, 5, 1), (8, 4, 4), (11, 5, 3), (12, 4, 2), (15, 5, 4), (22, 4, 2), (25, 3, 3), (36, 2, 3), (38, 5, 2), (41, 5, 1), (53, 1, 3), (56, 1, 3), (65, 4, 4), (66, 5, 4), (67, 4, 3), (69, 5, 2), (70, 1, 4), (72, 2, 2), (78, 4, 1), (93, 1, 3), (99, 4, 2), (106, 2, 4), (117, 4, 1), (121, 4, 4), (125, 5, 3), (132, 4, 2), (144, 3, 4), (150, 4, 1), (151, 4, 4), (158, 3, 4), (161, 5, 2), (173, 1, 1), (196, 3, 2), (202, 5, 4), (216, 3, 2), (257, 5, 4), (278, 5, 4), (280, 3, 1), (283, 4, 2), (284, 3, 4), (294, 5, 3), (318, 5, 3), (322, 4, 3), (332, 5, 1), (365, 3, 4), (367, 4, 1), (378, 5, 2), (379, 3, 3), (393, 4, 4), (401, 3, 1), (405, 4, 3), (410, 5, 4), (411, 4, 1), (412, 3, 3), (419, 4, 3), (423, 4, 3), (433, 3, 1), (470, 3, 4), (476, 5, 2), (477, 3, 1), (496, 4, 1), (501, 4, 4), (508, 3, 1), (540, 3, 3), (542, 4, 2), (546, 4, 2), (562, 4, 2), (568, 5, 4), (585, 2, 3), (588, 5, 4), (595, 3, 3), (609, 4, 3), (627, 4, 1), (628, 5, 4), (655, 4, 2), (685, 4, 1), (697, 3, 3), (699, 5, 2), (710, 3, 3), (717, 3, 1), (721, 5, 2), (722, 1, 3), (731, 4, 3), (742, 4, 1), (747, 1, 4), (756, 3, 2), (761, 4, 3), (762, 4, 1), (768, 5, 3), (775, 3, 1), (783, 3, 4), (787, 2, 2), (790, 4, 3), (794, 4, 4), (796, 2, 4), (801, 3, 1), (806, 4, 4), (808, 4, 4), (812, 4, 4), (815, 5, 1), (820, 5, 1), (827, 4, 4), (845, 5, 1), (846, 3, 3), (866, 4, 3), (932, 4, 2), (934, 4, 4), (939, 4, 2), (942, 3, 2), (946, 5, 4), (949, 4, 3), (993, 5, 1), (996, 4, 2), (997, 1, 1), (1012, 4, 1), (1014, 3, 4), (1016, 4, 4), (1029, 2, 4), (1041, 4, 1), (1047, 4, 3), (1048, 4, 3), (1053, 5, 4), (1063, 5, 1), (1074, 3, 3), (1094, 1, 2), (1145, 4, 1), (1152, 4, 3), (1210, 4, 3), (1217, 2, 3), (1225, 3, 2), (1229, 2, 3), (1253, 4, 3), (1267, 3, 1), (1291, 1, 4), (1297, 4, 3), (1311, 5, 2), (1469, 4, 3), (1471, 4, 2), (1473, 4, 4), (1519, 4, 4)]"
315,"[(4, 4, 3), (23, 5, 3), (25, 5, 4), (56, 5, 1), (79, 4, 4), (93, 5, 4), (121, 2, 4), (137, 5, 1), (154, 5, 3), (163, 3, 2), (164, 4, 2), (173, 4, 3), (175, 5, 3), (176, 4, 2), (178, 4, 1), (183, 3, 4), (202, 3, 1), (203, 3, 1), (204, 5, 4), (209, 5, 2), (271, 3, 3), (276, 4, 1), (286, 5, 4), (288, 3, 3), (301, 2, 2), (303, 4, 2), (318, 5, 2), (324, 3, 1), (327, 4, 1), (382, 4, 3), (428, 4, 4), (433, 4, 3), (461, 4, 2), (466, 1, 4), (475, 4, 1), (513, 5, 3), (520, 4, 1), (523, 4, 3), (642, 5, 4), (645, 4, 1), (673, 4, 2), (741, 5, 4), (770, 3, 3), (1065, 4, 2), (1084, 4, 2)]"
316,"[(44, 4, 4), (58, 3, 3), (69, 3, 4), (83, 4, 1), (89, 1, 1), (97, 5, 4), (100, 4, 4), (127, 2, 2), (162, 3, 1), (168, 3, 1), (170, 4, 2), (172, 1, 2), (173, 1, 1), (174, 1, 2), (183, 1, 4), (185, 2, 2), (187, 2, 1), (191, 5, 1), (192, 1, 3), (199, 3, 2), (223, 4, 3), (275, 5, 3), (276, 2, 4), (286, 5, 3), (304, 3, 3), (323, 1, 1), (427, 5, 4), (435, 2, 2), (462, 3, 2), (482, 3, 4), (487, 3, 1), (507, 3, 4), (515, 4, 1), (531, 5, 1), (582, 5, 2), (633, 4, 4), (651, 5, 1), (673, 2, 4), (678, 1, 4), (707, 4, 1), (716, 5, 2), (730, 4, 3), (923, 5, 2), (988, 1, 3)]"
317,"[(260, 4, 4), (264, 4, 2), (288, 4, 1), (299, 4, 2), (313, 4, 1), (322, 3, 1), (354, 4, 4), (355, 4, 1), (678, 2, 4), (683, 2, 1), (748, 5, 2), (879, 3, 4)]"
318,"[(4, 2, 1), (8, 4, 1), (14, 4, 1), (24, 4, 2), (25, 5, 2), (26, 5, 4), (40, 4, 3), (56, 3, 1), (58, 4, 3), (70, 5, 1), (77, 3, 1), (85, 3, 1), (94, 4, 2), (100, 5, 1), (121, 1, 2), (132, 4, 1), (133, 4, 4), (134, 5, 1), (143, 5, 4), (161, 3, 2), (167, 4, 2), (174, 4, 3), (179, 4, 1), (187, 4, 4), (188, 3, 4), (191, 5, 1), (193, 3, 3), (196, 3, 4), (205, 3, 3), (208, 4, 1), (210, 4, 1), (213, 4, 3), (215, 2, 2), (216, 4, 2), (238, 3, 4), (255, 4, 4), (265, 4, 2), (269, 5, 3), (275, 4, 4), (282, 4, 3), (284, 3, 2), (289, 3, 2), (294, 4, 2), (301, 4, 3), (307, 3, 3), (318, 5, 4), (321, 4, 1), (340, 4, 3), (376, 3, 3), (378, 4, 1), (381, 1, 4), (385, 4, 1), (393, 5, 2), (403, 2, 1), (404, 3, 1), (405, 2, 2), (423, 5, 1), (451, 4, 4), (458, 4, 3), (480, 4, 4), (482, 5, 3), (514, 2, 4), (527, 5, 4), (531, 4, 1), (540, 4, 2), (566, 4, 2), (605, 4, 3), (618, 3, 1), (628, 4, 4), (629, 4, 1), (692, 4, 4), (712, 4, 1), (722, 4, 2), (732, 5, 4), (735, 5, 2), (739, 5, 3), (763, 3, 3), (809, 4, 1), (842, 2, 1), (864, 2, 3), (866, 4, 4), (869, 3, 4), (892, 3, 1), (898, 4, 3), (941, 4, 2), (944, 2, 2), (968, 3, 3), (1012, 4, 1), (1030, 2, 1), (1044, 4, 1), (1048, 4, 2), (1050, 4, 2), (1063, 3, 1), (1120, 3, 1), (1160, 5, 4), (1204, 2, 4)]"
319,"[(259, 2, 2), (261, 3, 1), (268, 4, 3), (269, 3, 4), (301, 4, 1), (306, 4, 3), (307, 4, 3), (332, 4, 1), (340, 3, 3), (346, 3, 4), (350, 3, 4), (358, 3, 1), (682, 3, 4), (689, 3, 3), (750, 3, 2), (751, 3, 1)]"
320,"[(2, 4, 1), (17, 5, 1), (24, 3, 4), (27, 3, 1), (51, 5, 1), (56, 5, 1), (66, 4, 4), (71, 3, 3), (79, 4, 2), (82, 3, 3), (89, 4, 1), (92, 5, 2), (95, 3, 1), (96, 5, 1), (121, 5, 2), (122, 3, 2), (145, 4, 4), (147, 4, 2), (164, 4, 3), (172, 4, 3), (176, 4, 4), (183, 4, 3), (185, 4, 4), (195, 5, 4), (204, 5, 2), (226, 4, 2), (231, 2, 1), (232, 4, 1), (233, 4, 2), (235, 3, 4), (238, 4, 4), (240, 3, 2), (241, 4, 3), (248, 5, 1), (257, 4, 3), (274, 4, 2), (288, 4, 4), (292, 3, 4), (300, 4, 4), (340, 2, 1), (358, 4, 3), (368, 3, 2), (385, 4, 3), (410, 4, 3), (421, 4, 4), (453, 3, 3), (458, 4, 2), (470, 5, 1), (546, 4, 2), (550, 5, 1), (566, 3, 2), (568, 4, 3), (570, 4, 1), (572, 3, 4), (586, 3, 3), (588, 3, 1), (597, 3, 2), (625, 4, 2), (627, 4, 3), (679, 4, 4), (732, 3, 2), (751, 4, 3), (760, 3, 3), (763, 4, 4), (769, 3, 4), (774, 4, 3), (800, 4, 3), (808, 4, 4), (825, 4, 1), (827, 4, 4), (833, 1, 3), (946, 5, 1), (1047, 4, 1), (1052, 2, 1), (1059, 4, 2), (1091, 4, 4), (1215, 1, 2), (1291, 3, 4), (1522, 3, 4)]"
321,"[(7, 4, 3), (9, 4, 2), (19, 4, 3), (32, 3, 1), (45, 4, 2), (48, 4, 3), (52, 3, 3), (59, 4, 2), (60, 4, 4), (61, 5, 1), (64, 3, 1), (83, 4, 1), (86, 4, 4), (87, 3, 2), (116, 3, 2), (127, 3, 2), (132, 5, 3), (133, 5, 4), (153, 4, 3), (170, 4, 2), (173, 4, 4), (174, 3, 3), (175, 3, 2), (182, 3, 4), (186, 4, 1), (190, 4, 1), (197, 5, 3), (211, 4, 2), (212, 3, 4), (221, 5, 2), (275, 4, 3), (283, 3, 2), (286, 4, 3), (357, 4, 3), (382, 3, 2), (419, 4, 4), (428, 4, 1), (430, 3, 3), (432, 5, 2), (435, 5, 4), (463, 3, 4), (478, 4, 1), (479, 4, 3), (480, 4, 3), (491, 3, 2), (493, 4, 4), (498, 5, 4), (499, 3, 3), (510, 5, 4), (511, 4, 2), (513, 4, 4), (519, 4, 2), (526, 3, 4), (529, 4, 4), (530, 4, 2), (531, 4, 2), (603, 5, 4), (604, 5, 3), (611, 4, 3), (633, 5, 2), (651, 3, 1), (654, 4, 2), (657, 4, 4), (659, 4, 4), (704, 3, 4), (705, 3, 1), (863, 3, 1), (942, 3, 2), (1050, 3, 2), (1101, 3, 1), (1126, 3, 2), (1331, 4, 4)]"
322,"[(9, 4, 2), (23, 5, 4), (33, 4, 2), (48, 4, 3), (64, 5, 4), (127, 4, 3), (150, 4, 1), (156, 4, 2), (157, 5, 3), (188, 3, 3), (196, 4, 1), (234, 4, 1), (258, 4, 1), (302, 5, 3), (303, 3, 3), (346, 3, 3), (483, 5, 1), (505, 4, 3), (507, 4, 2), (513, 4, 4), (528, 5, 3), (603, 5, 1), (608, 3, 1), (654, 5, 3), (655, 5, 4), (656, 5, 3), (1019, 4, 2)]"
323,"[(11, 5, 1), (23, 5, 2), (50, 5, 4), (64, 5, 4), (93, 4, 4), (98, 4, 1), (121, 3, 3), (144, 4, 1), (156, 5, 1), (179, 4, 1), (181, 5, 1), (186, 4, 4), (204, 3, 2), (222, 3, 2), (238, 4, 4), (258, 4, 2), (268, 4, 4), (273, 4, 1), (288, 3, 2), (292, 4, 3), (293, 4, 3), (294, 3, 1), (295, 3, 3), (319, 2, 3), (322, 2, 1), (334, 3, 2), (475, 3, 2), (479, 4, 2), (535, 3, 1), (544, 4, 3), (619, 3, 2), (651, 5, 1), (678, 2, 3), (741, 3, 3), (762, 4, 3), (763, 4, 1), (847, 3, 4), (873, 3, 2), (876, 2, 4), (933, 3, 2), (993, 4, 4), (1012, 4, 2), (1048, 3, 2), (1073, 4, 3)]"
324,"[(1, 5, 1), (14, 5, 3), (50, 5, 1), (123, 4, 2), (125, 5, 3), (150, 4, 2), (248, 5, 2), (250, 4, 4), (255, 4, 4), (259, 5, 4), (260, 5, 3), (268, 4, 3), (270, 5, 1), (273, 5, 2), (275, 4, 2), (276, 5, 2), (282, 5, 2), (285, 4, 3), (286, 5, 1), (288, 5, 2), (289, 5, 3), (292, 3, 2), (293, 4, 3), (294, 5, 4), (301, 5, 3), (310, 4, 1), (321, 3, 1), (322, 4, 2), (323, 4, 3), (327, 4, 4), (328, 4, 2), (331, 4, 4), (339, 3, 4), (340, 5, 1), (410, 5, 1), (411, 5, 1), (458, 4, 4), (475, 5, 4), (508, 5, 1), (538, 4, 1), (678, 3, 3), (690, 4, 4), (742, 5, 2), (749, 3, 1), (763, 5, 1), (827, 4, 1), (846, 5, 1), (872, 5, 4), (873, 5, 1), (875, 3, 3), (879, 4, 2)]"
325,"[(1, 2, 2), (2, 1, 3), (16, 1, 4), (23, 5, 4), (28, 3, 3), (32, 3, 4), (50, 5, 1), (58, 3, 3), (71, 3, 1), (82, 3, 1), (93, 4, 1), (105, 3, 4), (114, 5, 2), (115, 3, 1), (132, 3, 1), (134, 4, 3), (137, 5, 4), (172, 4, 3), (174, 2, 1), (176, 3, 2), (182, 3, 4), (183, 3, 2), (186, 4, 3), (190, 4, 2), (191, 3, 2), (195, 2, 2), (199, 5, 4), (200, 2, 2), (205, 4, 3), (208, 3, 4), (210, 2, 1), (211, 3, 2), (235, 1, 3), (236, 3, 4), (269, 4, 1), (271, 3, 3), (272, 3, 4), (319, 3, 4), (383, 1, 2), (386, 4, 4), (408, 5, 3), (434, 5, 2), (443, 4, 2), (469, 4, 1), (480, 4, 3), (482, 4, 1), (495, 3, 2), (498, 4, 4), (502, 4, 4), (511, 4, 1), (523, 3, 4), (527, 4, 4), (529, 4, 2), (530, 4, 3), (548, 3, 3), (604, 4, 2), (616, 4, 4), (628, 3, 2), (647, 5, 4), (650, 3, 3), (654, 4, 2), (655, 4, 3), (737, 4, 3), (768, 3, 2), (771, 1, 2), (961, 4, 1), (1003, 3, 3), (1018, 3, 4), (1118, 3, 2), (1140, 3, 4), (1149, 4, 4), (1203, 5, 1), (1230, 3, 4), (1232, 1, 3), (1487, 3, 2), (1523, 4, 3)]"
326,"[(1, 3, 1), (4, 1, 2), (8, 4, 1), (9, 1, 1), (33, 2, 3), (38, 3, 4), (44, 1, 4), (53, 1, 2), (56, 2, 3), (64, 4, 2), (72, 2, 4), (89, 4, 2), (90, 1, 3), (94, 4, 1), (96, 3, 1), (97, 4, 4), (127, 1, 3), (131, 2, 4), (135, 3, 3), (136, 4, 4), (154, 2, 2), (161, 3, 2), (170, 2, 1), (173, 5, 2), (174, 4, 2), (175, 1, 3), (176, 2, 3), (177, 3, 3), (178, 5, 2), (180, 1, 2), (181, 4, 2), (182, 2, 1), (183, 5, 1), (187, 1, 3), (194, 4, 4), (195, 4, 1), (196, 4, 1), (199, 5, 1), (202, 4, 2), (208, 3, 4), (211, 4, 2), (216, 2, 2), (219, 2, 2), (226, 5, 3), (227, 3, 4), (228, 4, 2), (229, 3, 3), (230, 3, 3), (232, 2, 4), (237, 2, 3), (239, 3, 2), (317, 3, 4), (367, 3, 3), (378, 4, 3), (385, 3, 4), (391, 4, 2), (393, 4, 1), (397, 3, 4), (419, 3, 3), (423, 3, 1), (427, 4, 3), (428, 5, 4), (429, 5, 3), (433, 2, 4), (434, 5, 1), (435, 3, 1), (441, 2, 2), (447, 4, 4), (449, 3, 2), (474, 5, 1), (478, 3, 4), (481, 1, 4), (483, 5, 4), (484, 5, 2), (485, 5, 4), (491, 4, 4), (493, 5, 3), (498, 5, 2), (500, 3, 1), (501, 3, 2), (505, 3, 1), (507, 2, 2), (510, 5, 2), (511, 4, 1), (514, 3, 1), (515, 5, 2), (519, 5, 4), (520, 5, 1), (521, 2, 4), (523, 4, 2), (550, 5, 3), (565, 3, 2), (568, 4, 3), (588, 3, 4), (608, 4, 4), (609, 3, 4), (611, 3, 2), (613, 5, 4), (616, 5, 1), (648, 5, 3), (651, 4, 1), (654, 1, 3), (657, 5, 2), (663, 1, 2), (701, 4, 2), (705, 3, 1), (720, 2, 4), (780, 2, 2), (790, 1, 1), (837, 4, 1), (849, 1, 2), (1118, 2, 3), (1126, 2, 3)]"
327,"[(1, 4, 3), (2, 2, 3), (4, 4, 2), (7, 3, 3), (8, 4, 2), (10, 4, 1), (11, 4, 4), (12, 3, 3), (22, 4, 2), (23, 4, 2), (24, 2, 3), (26, 3, 1), (28, 3, 4), (31, 2, 2), (33, 3, 4), (42, 3, 1), (44, 3, 1), (47, 4, 4), (48, 4, 1), (55, 4, 1), (56, 2, 2), (65, 2, 2), (66, 3, 1), (69, 2, 4), (70, 4, 2), (72, 2, 1), (79, 3, 1), (83, 2, 2), (85, 2, 4), (86, 4, 3), (87, 3, 4), (88, 2, 1), (92, 4, 2), (95, 3, 1), (98, 4, 3), (99, 4, 4), (100, 4, 4), (108, 3, 1), (111, 4, 4), (117, 3, 1), (121, 2, 1), (129, 4, 3), (131, 4, 4), (132, 5, 4), (147, 2, 1), (150, 4, 1), (151, 4, 4), (152, 3, 2), (154, 4, 3), (156, 4, 1), (160, 4, 3), (161, 3, 1), (164, 3, 1), (168, 4, 2), (172, 4, 4), (174, 4, 3), (175, 2, 4), (176, 4, 2), (178, 4, 3), (180, 4, 1), (181, 4, 1), (182, 4, 3), (183, 3, 4), (184, 3, 4), (186, 2, 2), (190, 4, 2), (201, 5, 3), (202, 4, 1), (204, 4, 2), (209, 4, 3), (211, 3, 3), (217, 3, 4), (218, 3, 4), (222, 2, 4), (228, 4, 4), (232, 4, 1), (245, 1, 2), (246, 4, 1), (249, 2, 3), (250, 2, 4), (255, 3, 3), (257, 2, 2), (260, 1, 2), (268, 4, 2), (269, 3, 1), (271, 3, 3), (273, 2, 1), (275, 4, 2), (285, 4, 4), (286, 2, 1), (298, 3, 4), (301, 3, 2), (302, 3, 3), (305, 5, 2), (311, 3, 3), (318, 5, 1), (321, 3, 2), (324, 3, 2), (327, 3, 4), (328, 2, 1), (333, 2, 3), (336, 2, 4), (338, 1, 1), (340, 4, 4), (357, 4, 2), (367, 4, 4), (393, 3, 4), (396, 3, 2), (403, 3, 1), (405, 2, 3), (428, 4, 4), (433, 4, 1), (447, 4, 4), (464, 4, 3), (466, 3, 4), (475, 4, 2), (482, 4, 4), (484, 3, 4), (498, 4, 1), (502, 3, 3), (506, 3, 3), (507, 4, 1), (508, 2, 2), (523, 4, 2), (527, 4, 1), (529, 3, 3), (537, 4, 3), (546, 2, 4), (550, 2, 1), (559, 2, 3), (568, 2, 2), (582, 4, 3), (628, 2, 4), (631, 3, 4), (644, 3, 3), (651, 4, 1), (658, 2, 2), (663, 4, 3), (672, 2, 1), (676, 3, 1), (678, 3, 4), (682, 3, 4), (684, 4, 3), (686, 4, 2), (708, 4, 4), (709, 4, 4), (715, 4, 2), (718, 4, 3), (732, 1, 1), (746, 3, 3), (749, 3, 4), (772, 3, 4), (778, 3, 1), (792, 4, 3), (845, 3, 3), (856, 4, 3), (865, 5, 4), (874, 3, 2), (875, 4, 4), (896, 5, 4), (919, 5, 2), (952, 2, 4), (959, 5, 4), (960, 5, 1), (1007, 4, 3), (1017, 2, 4), (1019, 3, 4), (1069, 4, 1), (1070, 4, 2), (1073, 2, 2), (1101, 4, 1), (1103, 4, 4), (1129, 2, 3), (1170, 4, 2), (1218, 4, 3)]"
